text,nile
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
unblock traffic for postgrad students,define intent uniIntent: for group('students') 
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
how much traffic is in my network right now,define intent uniIntent: for endpoint('network') allow service('much')
can you monitor traffic?,define intent uniIntent: for traffic('all') add middlebox('traffic monitor')
unblock all traffic,define intent uniIntent: for endpoint('network') 
unblock traffic for everyone,define intent uniIntent: for endpoint('network') 
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall for student.,"define intent uniIntent: for group('students'), endpoint('gateway') add middlebox('firewall')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Limit bandwidth usage to 50 mbps for student,"define intent uniIntent: for group('students') set bandwidth('max', '50', 'mbps')"
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"Add firewall and intrusion detection from the gateway to the backend for client B with at least 100mbps of bandwidth, and allow HTTPS only","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
torrent traffic must be allowed for guest but limited to 100 mbps,"define intent uniIntent: for endpoint('guests') allow traffic('torrent') set bandwidth('max', '100', 'mbps')"
ban youtube for students,"define intent uniIntent: for group('students'), service('youtube')"
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
block Netflix,define intent uniIntent: for endpoint('network') block service('netflix')
delete all rules,define intent uniIntent: for endpoint('network') 
add DPI between Internet and Labs,define intent uniIntent: from endpoint('gateway') to endpoint('labs') add middlebox('dpi')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
reroute traffic from s1 to a3 from 8am to 9pm,define intent uniIntent: for endpoint('network') start hour('08:00') end hour('21:00')
Students can download up to per week of data.,define intent uniIntent: for group('students')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students.Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('students'), group('professors') block traffic('all') set bandwidth('max', '50', 'mbps')"
students can download 100GB per month,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/mth')"
student,define intent uniIntent: for group('students')
50 mbps please block traffic for all students.,"define intent uniIntent: for group('students') block traffic('all') set bandwidth('max', '50', 'mbps')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
show me the network,define intent uniIntent: for endpoint('network')
Block all.,define intent uniIntent: for endpoint('network') block traffic('all')
Limit bandwidth usage for professors,define intent uniIntent: for group('professors')
inspect traffic,define intent uniIntent: for endpoint('network') add middlebox('dpi')
download up to 10 GB per week for all nibbas,"define intent uniIntent: for traffic('all') set quota('download', '10', 'gb/wk')"
inspect the DMZ labs traffic using DPI,define intent uniIntent: for endpoint('DMZ') add middlebox('dpi')
limit the rate to 100mbps for guests,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '100', 'mbps')"
limit the rate to 100mbps for guests,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '100', 'mbps')"
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
hey lumi for every user in log all traffic,define intent uniIntent: for group('users') 
inspect the labs traffic using DPI,define intent uniIntent: for endpoint('labs') add middlebox('dpi')
for students in dorms limit download to 10GB per week,"define intent uniIntent: for group('students'), endpoint('dorms') set quota('download', '10', 'gb/wk')"
limit guests to 100mbps to guests,"define intent uniIntent: for group('guests') set bandwidth('max', '100', 'mbps')"
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
remove firewall from network,define intent uniIntent: for endpoint('network') remove middlebox('firewall')
"Hey Lumi, Traffic from host server can reach switch S.",define intent uniIntent: for endpoint('hosts')
"""Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students in the dorms","define intent uniIntent: for group('students'), endpoint('dorms') block traffic('all')"
all traffic from the Internet to the labs is carefully inspected by the Deep Packet Inspection (DPI) middlebox.,define intent uniIntent: from endpoint('gateway') to endpoint('labs') for traffic('all') add middlebox('dpi')
